AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others
3,1120,1,1,3,4,1,3,2,4,10311237,7,0,0,1
1,1147,1,1,3,2,0,1,2,2,5674048,23,0,0,1
3,1087,1,1,3,4,0,3,1,6,8873583,20,0,1,0
1,955,1,1,3,1,1,4,1,4,6513387,18,0,1,0
1,545,1,1,2,4,0,3,3,2,4876571,12,0,0,1
5,1494,2,1,4,3,0,4,3,5,14025243,29,1,0,0
1,1649,2,2,4,1,1,3,2,5,13913936,20,1,0,0
2,1297,2,2,4,2,1,2,2,6,17339969,6,1,0,0
1,676,1,1,2,2,0,1,3,1,3958242,29,0,0,1
6,1523,1,1,4,2,1,4,1,6,12599392,28,0,1,0
6,1704,1,1,4,4,0,1,1,5,12954249,9,0,0,1
1,827,1,1,2,1,1,4,1,4,6812814,6,0,0,1
3,897,1,1,3,5,0,1,1,5,7955792,4,0,1,0
1,1024,1,1,3,4,1,1,2,4,7531902,16,0,1,0
5,1707,2,1,4,1,1,2,2,6,11713732,18,0,0,1
7,1838,2,1,5,3,1,1,1,5,13205641,33,0,1,0
1,1680,2,2,4,2,0,1,2,4,8242508,42,0,0,1
6,1617,1,1,4,5,1,1,3,6,14694412,6,0,1,0
3,927,1,1,3,3,0,4,3,4,8745595,16,0,0,1
2,873,1,1,3,1,0,1,3,6,12583995,33,1,0,0
6,1841,2,1,5,1,1,4,1,6,22314841,9,1,0,0
1,712,1,1,2,5,0,1,1,2,4082678,22,0,0,1
6,1860,2,1,5,2,1,1,1,5,14190413,42,0,0,1
4,1774,2,1,4,5,0,1,1,1,6713878,47,0,1,0
6,1781,1,1,4,4,1,3,3,6,22843754,11,1,0,0
5,1351,2,1,4,4,1,3,3,4,9804094,19,0,1,0
5,2263,4,2,6,1,0,4,2,5,11570041,13,0,1,0
5,1956,3,2,5,3,0,4,2,6,12110723,21,0,0,1
1,1199,1,1,3,2,1,1,1,6,8641794,43,0,0,1
3,960,1,1,3,4,1,3,1,5,12558706,17,1,0,0
1,1053,1,1,3,2,0,2,2,5,9700492,24,1,0,0
5,1944,3,2,5,2,1,4,2,5,17633369,15,1,0,0
3,780,1,1,2,5,0,2,1,6,7977081,27,0,0,1
4,1868,3,2,5,3,1,3,2,1,9602202,43,0,0,1
1,511,1,1,2,1,1,4,1,6,6926853,15,0,1,0
2,951,1,1,3,5,0,1,3,2,11655176,11,1,0,0
3,1150,1,1,3,1,0,2,2,6,9421219,15,0,1,0
6,1758,1,1,4,4,1,1,3,6,14989938,12,0,1,0
1,703,1,1,2,5,1,1,3,4,7660449,8,0,1,0
3,973,1,1,3,5,0,4,1,5,8213087,21,0,1,0
2,1128,1,1,3,5,1,4,3,4,15712479,16,1,0,0
1,578,1,1,2,5,1,2,1,5,6116768,39,0,1,0
7,1669,1,1,4,1,0,2,1,5,12430572,13,0,0,1
2,1096,1,1,3,2,1,2,1,2,7801804,5,0,1,0
6,1595,1,1,4,1,0,2,1,4,11375107,13,0,0,1
6,1825,2,1,5,3,1,2,3,6,16336697,22,0,0,1
3,1298,2,1,4,2,1,4,1,5,11157280,15,0,0,1
7,1812,2,1,5,4,0,3,1,5,12108907,44,0,1,0
1,975,1,1,3,5,1,4,1,5,10084581,36,1,0,0
5,1830,3,2,5,3,0,4,3,6,11560489,21,0,1,0
1,1054,1,1,3,2,0,3,1,1,6653279,30,1,0,0
6,1852,2,1,5,2,0,4,1,5,12394749,30,0,1,0
3,1057,1,1,3,4,1,1,3,4,9306206,26,0,1,0
6,1616,1,1,4,5,1,2,3,6,14091587,44,0,1,0
4,1500,2,1,4,5,1,2,3,1,7979652,54,0,1,0
3,750,1,1,2,4,0,2,3,6,8560730,37,0,0,1
3,1262,2,1,4,5,1,4,1,5,10693089,38,0,0,1
6,1700,1,1,4,4,1,4,1,4,13045819,34,0,0,1
6,1605,1,1,4,5,1,4,1,6,20857585,9,1,0,0
3,1192,1,1,3,1,0,3,1,4,7680235,20,0,1,0
3,1199,1,1,3,1,0,4,1,5,8046290,40,0,1,0
3,980,1,1,3,4,0,2,3,5,9608945,14,0,0,1
4,1539,2,1,4,5,1,3,2,6,15776078,43,1,0,0
3,824,1,1,3,5,1,4,3,5,12982749,19,1,0,0
3,1124,1,1,3,2,1,1,1,5,9015374,18,0,1,0
1,1397,2,2,4,5,0,1,3,5,12895872,8,1,0,0
5,1419,2,1,4,4,0,2,3,5,9532023,17,0,1,0
1,1214,1,1,3,1,0,2,3,2,6478583,23,0,0,1
5,1512,2,1,4,2,0,4,3,6,11470813,5,0,0,1
1,574,1,1,2,3,0,1,2,3,4862189,8,0,0,1
1,1446,2,2,4,4,0,2,2,2,10489601,5,1,0,0
3,1138,1,1,3,3,1,4,1,4,13586429,8,1,0,0
7,1773,1,1,4,5,1,2,1,4,20265408,35,1,0,0
3,879,1,1,3,2,0,4,1,5,7303271,22,0,1,0
4,1744,2,1,4,3,1,3,3,6,12665230,49,0,0,1
5,1751,2,1,4,3,1,2,3,5,11246722,30,0,1,0
1,1541,2,2,4,4,1,1,1,5,8880179,23,0,1,0
1,1625,2,2,4,1,1,3,2,5,13873802,22,1,0,0
1,675,1,1,2,5,1,1,2,1,6314981,30,1,0,0
1,543,1,1,2,1,1,4,3,4,8032178,29,1,0,0
1,1087,1,1,3,3,1,2,1,5,10190760,28,1,0,0
3,1083,1,1,3,1,1,4,2,4,8950102,25,0,1,0
5,2451,4,2,6,3,0,2,2,6,13794753,30,0,0,1
7,1562,1,1,4,4,1,2,1,5,12511338,10,0,1,0
5,1600,2,1,4,4,1,4,2,5,11587959,17,0,0,1
7,1624,1,1,4,4,1,3,2,6,20648965,39,1,0,0
3,1216,2,1,4,2,0,1,3,5,14035224,35,1,0,0
5,1333,2,1,4,5,1,2,3,6,11328725,14,0,1,0
5,1564,2,1,4,3,0,2,2,6,10029318,13,0,1,0
5,1366,2,1,4,1,0,2,3,4,8045054,29,0,1,0
2,1277,2,2,4,1,1,3,2,2,8656096,38,0,1,0
1,1245,1,1,3,1,0,4,3,1,9059054,22,1,0,0
1,1314,1,1,3,2,0,1,1,6,8067514,30,0,0,1
3,967,1,1,3,1,0,4,2,5,12201247,15,1,0,0
1,1511,2,2,4,4,0,4,1,5,7475282,49,0,1,0
1,1067,1,1,3,5,0,4,2,6,8113560,27,0,1,0
3,1005,1,1,3,2,1,4,2,6,11031756,8,0,0,1
1,1148,1,1,3,5,1,2,3,6,12424126,46,1,0,0
4,1501,2,1,4,2,1,3,1,2,8603315,12,0,0,1
5,1559,2,1,4,1,0,2,3,6,14707566,21,1,0,0
6,1942,2,1,5,1,0,1,1,6,21386655,38,1,0,0
7,1536,1,1,4,2,0,3,1,6,11532009,21,0,1,0
4,1833,3,2,5,3,1,2,1,2,9309174,43,0,0,1
3,831,1,1,3,4,0,1,1,4,6530492,14,0,1,0
6,1785,1,1,4,3,1,2,3,5,15585006,6,0,0,1
3,935,1,1,3,2,1,2,3,5,10135144,17,0,0,1
5,2409,4,2,6,2,0,2,3,5,12591844,12,0,1,0
4,1760,2,1,4,4,1,1,2,5,10395663,55,0,1,0
7,1920,2,1,5,3,1,2,2,6,14580931,42,0,1,0
1,1352,2,2,4,4,0,2,1,6,7546969,45,0,1,0
3,708,1,1,2,4,1,4,3,6,9893576,22,0,0,1
4,1798,2,1,4,3,0,4,1,1,8086072,21,0,0,1
3,901,1,1,3,5,0,3,2,6,9297331,33,0,0,1
3,1270,2,1,4,1,1,3,1,4,13881623,35,1,0,0
3,802,1,1,3,4,1,1,1,4,7599043,7,0,1,0
3,1094,1,1,3,4,0,4,2,4,12516556,29,1,0,0
1,666,1,1,2,5,0,1,3,1,4762314,9,0,0,1
4,1655,2,1,4,2,1,1,2,3,8886318,43,0,1,0
5,1622,2,1,4,3,0,2,2,4,13401885,25,1,0,0
5,2364,4,2,6,2,0,4,2,6,19823365,22,1,0,0
1,1442,2,2,4,2,1,4,2,5,9494729,47,0,0,1
5,1614,2,1,4,1,0,3,3,4,14208094,11,1,0,0
4,1567,2,1,4,4,0,1,3,4,13912747,35,1,0,0
1,677,1,1,2,2,1,3,1,2,5976878,47,1,0,0
5,2333,4,2,6,3,1,3,3,6,15209576,20,0,0,1
1,1270,1,1,3,4,1,4,1,2,10100384,12,1,0,0
3,1022,1,1,3,4,0,1,2,6,9425438,32,0,0,1
3,1000,1,1,3,1,1,4,3,5,10068500,7,0,1,0
5,1429,2,1,4,2,0,3,3,4,9391612,19,0,0,1
7,1515,1,1,4,4,1,4,3,6,20923190,10,1,0,0
2,888,1,1,3,1,1,1,1,6,12963496,16,1,0,0
1,712,1,1,2,1,0,4,2,5,8117292,20,1,0,0
7,1685,1,1,4,5,1,3,2,5,20771496,43,1,0,0
5,1483,2,1,4,3,0,4,3,5,14385197,7,1,0,0
2,990,1,1,3,3,0,3,2,2,10827666,34,1,0,0
1,1157,1,1,3,3,0,1,1,1,7329584,10,1,0,0
1,1350,2,2,4,4,0,1,2,3,10535912,5,1,0,0
5,1702,2,1,4,5,0,2,2,6,15722797,26,1,0,0
7,1779,1,1,4,3,1,2,2,5,14558379,36,0,0,1
1,1356,2,2,4,5,1,4,2,3,8700595,33,0,0,1
3,713,1,1,2,5,0,2,2,4,9581780,23,1,0,0
2,969,1,1,3,1,1,3,3,6,11253341,28,0,0,1
5,1324,1,1,3,4,1,4,3,4,9665313,18,0,1,0
3,1156,1,1,3,2,0,2,3,6,14760312,22,1,0,0
1,1327,1,1,3,4,1,2,3,1,10548362,20,1,0,0
1,1117,1,1,3,1,0,1,2,6,9899261,43,1,0,0
3,1284,2,1,4,2,0,2,3,5,15336794,10,1,0,0
6,1983,2,1,5,5,1,2,3,6,15877111,35,0,1,0
3,1264,2,1,4,2,0,2,2,5,9401239,24,0,1,0
4,1649,2,1,4,1,1,2,3,1,13601388,26,1,0,0
3,1245,2,1,4,3,1,3,2,6,11537666,4,0,1,0
5,1422,2,1,4,5,1,2,2,5,14362005,30,1,0,0
2,634,1,1,2,1,0,1,2,5,9226486,33,1,0,0
5,2052,3,2,5,1,0,3,2,4,11000111,24,0,0,1
3,984,1,1,3,1,0,4,3,5,8898603,39,0,0,1
6,1808,2,1,5,4,1,1,1,5,14217043,34,0,0,1
3,1266,2,1,4,3,0,4,2,4,9425611,5,0,1,0
7,1910,2,1,5,4,1,2,2,5,22779671,39,1,0,0
4,1527,2,1,4,2,1,1,3,2,9340078,25,0,0,1
2,1124,1,1,3,3,0,4,3,2,8209125,19,0,1,0
4,1654,2,1,4,5,1,2,2,3,10727729,13,0,0,1
4,1722,2,1,4,2,1,3,2,1,13878428,25,1,0,0
3,833,1,1,3,4,1,1,1,6,11738964,36,1,0,0
1,529,1,1,2,3,1,1,3,1,4389562,41,0,0,1
1,1640,2,2,4,3,0,1,3,2,11507831,21,1,0,0
2,1271,2,2,4,3,0,2,3,2,9678263,12,0,0,1
4,1628,2,1,4,5,0,4,1,2,7569719,25,0,1,0
7,1553,1,1,4,4,1,4,2,4,19302056,16,1,0,0
1,633,1,1,2,4,0,3,1,4,6015120,48,1,0,0
3,796,1,1,2,4,1,4,2,5,9352221,16,0,0,1
4,1794,2,1,4,5,0,1,3,4,10967812,29,0,0,1
4,1726,2,1,4,3,1,1,1,2,8457702,18,0,1,0
4,1644,2,1,4,4,1,4,1,6,10746863,30,0,1,0
5,2471,4,2,6,5,0,4,3,5,13381228,22,0,1,0
1,1122,1,1,3,2,1,1,2,6,9349988,16,0,0,1
6,1906,2,1,5,1,1,3,3,4,15430393,17,0,0,1
5,1420,2,1,4,4,0,4,3,6,14640103,20,1,0,0
4,1755,2,1,4,5,1,4,3,1,15229560,15,1,0,0
4,1686,2,1,4,1,0,3,1,5,14156380,26,1,0,0
5,2053,3,2,5,4,0,4,2,6,12659768,17,0,0,1
6,1772,1,1,4,5,0,1,2,6,21046404,27,1,0,0
3,918,1,1,3,1,0,4,2,4,11158646,10,1,0,0
3,861,1,1,3,3,1,4,3,5,9874027,5,0,1,0
1,1091,1,1,3,5,0,2,3,3,9489198,34,1,0,0
3,1093,1,1,3,1,1,1,3,5,9701031,34,0,1,0
4,1860,3,2,5,1,1,3,3,1,15423813,7,1,0,0
4,1908,3,2,5,1,0,3,3,4,10654099,53,0,0,1
4,1555,2,1,4,4,0,4,1,5,13678371,26,1,0,0
3,1139,1,1,3,2,0,1,2,4,8954974,15,0,0,1
2,982,1,1,3,1,1,2,1,2,6808222,23,0,1,0
3,875,1,1,3,3,1,4,3,6,10090215,24,0,1,0
1,1631,2,2,4,3,1,1,3,4,9523042,28,0,1,0
4,1615,2,1,4,2,1,1,3,4,11450196,9,0,0,1
3,942,1,1,3,3,0,1,1,6,8281922,5,0,1,0
1,1537,2,2,4,5,0,3,3,5,8813221,49,0,1,0
2,961,1,1,3,4,0,2,3,5,13105701,36,1,0,0
4,1901,3,2,5,1,1,1,2,1,8995403,10,0,1,0
1,641,1,1,2,2,0,4,1,3,4541419,5,0,1,0
4,1538,2,1,4,2,0,3,1,2,11712379,22,1,0,0
3,1188,1,1,3,2,1,1,1,6,10210947,5,0,1,0
3,1068,1,1,3,3,0,1,1,6,12991327,12,1,0,0
3,1034,1,1,3,3,1,4,2,4,8783268,35,0,1,0
2,619,1,1,2,4,1,1,1,5,7727455,35,0,0,1
7,1762,1,1,4,5,0,4,1,5,20820731,6,1,0,0
3,1100,1,1,3,1,1,3,1,4,8635200,8,0,1,0
4,1860,3,2,5,4,1,2,1,2,14039648,55,1,0,0
2,753,1,1,2,5,1,2,3,3,9025409,9,0,0,1
6,1636,1,1,4,1,1,3,3,4,12346541,39,0,1,0
5,2074,3,2,5,4,1,2,3,5,12338467,27,0,1,0
7,1533,1,1,4,5,0,3,1,6,13294534,21,0,0,1
4,1530,2,1,4,5,0,3,2,3,13175510,22,1,0,0
3,825,1,1,3,1,1,2,3,5,12048400,32,1,0,0
4,1794,2,1,4,2,0,1,2,3,8941041,11,0,1,0
1,1267,1,1,3,1,1,3,1,2,9566189,18,1,0,0
5,1891,3,2,5,2,1,4,3,4,17170343,25,1,0,0
6,1896,2,1,5,4,1,1,3,4,22838130,5,1,0,0
3,1223,2,1,4,3,0,4,1,6,10151822,22,0,0,1
5,1724,2,1,4,2,1,3,3,6,17103778,18,1,0,0
2,1072,1,1,3,2,1,1,1,2,12056044,9,1,0,0
2,634,1,1,2,5,0,3,1,5,6944967,28,0,1,0
4,1767,2,1,4,1,1,2,3,4,10135767,48,0,1,0
3,1273,2,1,4,1,0,3,2,6,10331222,38,0,0,1
1,1275,1,1,3,2,1,2,2,2,7385855,18,0,0,1
1,1047,1,1,3,3,1,2,1,1,7566615,32,1,0,0
6,1597,1,1,4,1,1,1,2,6,13089717,21,0,1,0
1,1586,2,2,4,4,1,2,3,4,10278517,24,0,0,1
5,2327,4,2,6,2,1,3,3,4,19894688,18,1,0,0
5,2008,3,2,5,5,0,4,3,4,17550092,8,1,0,0
5,1303,1,1,3,2,1,2,3,4,9936093,18,0,0,1
2,846,1,1,3,2,0,1,1,2,5860965,24,0,0,1
1,1428,2,2,4,5,1,4,1,2,10705059,33,1,0,0
3,877,1,1,3,4,0,1,2,5,11477521,6,1,0,0
4,1751,2,1,4,3,1,1,2,6,11173115,36,0,1,0
6,1738,1,1,4,4,1,2,2,4,20145243,36,1,0,0
2,985,1,1,3,1,1,1,2,6,10046137,20,0,1,0
2,766,1,1,2,3,1,2,3,3,7890571,20,0,1,0
1,1196,1,1,3,4,1,1,3,4,8464386,49,0,0,1
3,1128,1,1,3,2,1,3,3,5,11420800,9,0,0,1
3,1092,1,1,3,1,0,1,1,5,8192381,31,0,0,1
5,1973,3,2,5,1,1,3,3,6,13612191,17,0,0,1
5,2447,4,2,6,4,1,2,2,5,14224336,25,0,0,1
4,1736,2,1,4,4,0,2,1,5,9533125,45,0,0,1
4,1559,2,1,4,5,1,4,2,2,13597435,48,1,0,0
6,1708,1,1,4,5,1,2,2,4,13321013,15,0,1,0
1,517,1,1,2,2,0,3,2,6,7191990,40,1,0,0
1,1403,2,2,4,3,0,3,3,5,12605463,12,1,0,0
1,1085,1,1,3,2,1,1,2,4,10471879,17,1,0,0
1,510,1,1,2,5,0,2,2,6,6555726,23,0,0,1
3,1291,2,1,4,1,0,2,2,5,9618703,37,0,0,1
4,1961,3,2,5,3,1,3,3,3,16712469,53,1,0,0
2,766,1,1,2,1,0,4,2,5,11104429,10,1,0,0
2,1169,1,1,3,3,1,3,3,5,15783931,40,1,0,0
1,1401,2,2,4,1,1,3,3,4,9312780,9,0,1,0
3,946,1,1,3,3,0,3,2,5,12172884,7,1,0,0
2,829,1,1,3,5,1,1,1,5,9053296,38,0,0,1
5,2276,4,2,6,2,0,3,2,5,18298245,15,1,0,0
7,1861,2,1,5,3,0,1,2,6,15262089,14,0,0,1
4,1616,2,1,4,3,1,1,2,4,9267685,51,0,1,0
1,1505,2,2,4,5,0,3,1,6,8918684,15,0,1,0
1,1072,1,1,3,2,1,1,1,5,7010850,40,0,1,0
1,1253,1,1,3,1,0,4,3,6,9532585,15,0,0,1
4,1859,3,2,5,5,0,2,3,6,11914392,22,0,1,0
4,1805,3,2,5,3,0,2,1,4,14161540,42,1,0,0
3,1274,2,1,4,1,0,4,3,6,11707605,6,0,0,1
7,1709,1,1,4,3,0,4,2,6,20637668,18,1,0,0
6,1909,2,1,5,1,0,3,2,6,13983698,9,0,1,0
4,1591,2,1,4,1,0,1,3,5,14185008,38,1,0,0
4,1674,2,1,4,3,1,3,2,3,15153210,18,1,0,0
6,1730,1,1,4,2,0,1,3,6,14411810,16,0,0,1
1,838,1,1,2,3,1,2,3,1,5666700,22,0,0,1
4,1718,2,1,4,4,1,2,3,5,16928405,11,1,0,0
4,1863,3,2,5,2,1,1,2,5,11520558,48,0,0,1
3,746,1,1,2,5,1,2,2,6,9108112,19,0,1,0
3,940,1,1,3,5,0,3,3,6,9890171,16,0,1,0
7,1569,1,1,4,1,0,4,3,4,12659977,12,0,0,1
5,2219,3,2,5,1,1,3,3,5,13088154,8,0,1,0
1,843,1,1,2,5,0,2,3,1,5302573,12,0,0,1
7,1779,1,1,4,2,0,1,1,6,13669875,20,0,0,1
1,543,1,1,2,5,0,4,1,1,4806355,10,1,0,0
5,2215,3,2,5,2,0,4,3,5,18916472,6,1,0,0
1,551,1,1,2,2,1,4,2,1,5446174,39,1,0,0
1,692,1,1,2,1,1,2,2,2,4732467,33,0,1,0
5,2432,4,2,6,5,1,4,3,4,14846685,24,0,0,1
3,892,1,1,3,4,0,3,3,4,11161821,32,1,0,0
5,1734,2,1,4,4,1,2,2,6,16697698,24,1,0,0
2,944,1,1,3,3,0,4,1,3,7366350,24,0,0,1
4,1924,3,2,5,4,1,3,2,5,11772750,25,0,1,0
6,1688,1,1,4,1,0,3,2,4,11046001,39,0,1,0
5,1721,2,1,4,1,0,4,3,5,11372528,9,0,0,1
3,745,1,1,2,5,1,2,3,4,11023219,39,1,0,0
1,1590,2,2,4,3,1,4,2,2,12122995,31,1,0,0
5,1719,2,1,4,1,1,2,2,6,16409727,10,1,0,0
3,838,1,1,3,1,1,2,2,4,8187919,6,0,1,0
5,1941,3,2,5,3,0,2,3,6,12671509,7,0,0,1
3,1215,2,1,4,2,0,4,2,6,10982127,9,0,0,1
1,926,1,1,3,5,1,3,2,1,5883803,15,0,1,0
6,1609,1,1,4,3,0,4,1,4,12266915,7,0,0,1
3,1226,2,1,4,2,1,1,2,4,10559336,10,0,0,1
5,1478,2,1,4,5,0,3,3,6,10716953,24,0,1,0
3,1041,1,1,3,1,1,4,2,6,14407601,7,1,0,0
1,1420,2,2,4,5,0,4,3,4,8633100,50,0,0,1
6,1933,2,1,5,5,0,4,3,6,23609988,27,1,0,0
3,1093,1,1,3,2,0,3,2,6,9980696,18,0,0,1
4,1683,2,1,4,3,0,1,2,3,8915659,30,0,0,1
2,1165,1,1,3,4,1,1,2,1,7925395,23,0,1,0
3,1083,1,1,3,5,0,3,2,6,13509998,39,1,0,0
5,2004,3,2,5,1,0,4,2,5,10640344,17,0,1,0
3,1102,1,1,3,1,1,1,2,5,9277236,31,0,1,0
4,1565,2,1,4,3,1,4,3,3,14638030,38,1,0,0
7,1938,2,1,5,5,0,2,1,5,13348867,19,0,1,0
4,1615,2,1,4,2,0,1,3,4,9472061,8,0,1,0
1,746,1,1,2,1,1,4,2,6,9643506,38,1,0,0
3,824,1,1,3,5,1,3,1,5,12056044,6,1,0,0
5,2432,4,2,6,2,1,2,3,5,14819916,16,0,0,1
1,645,1,1,2,2,0,3,3,5,8037606,34,1,0,0
4,1850,3,2,5,1,1,3,1,2,9589441,19,0,0,1
5,1985,3,2,5,4,0,2,3,4,10348518,21,0,1,0
1,1031,1,1,3,3,1,1,3,3,7484171,14,0,1,0
4,1604,2,1,4,1,0,3,2,1,6676353,30,0,1,0
2,640,1,1,2,5,1,1,1,3,9176092,29,1,0,0
6,1666,1,1,4,5,1,1,1,5,14006756,20,0,0,1
1,770,1,1,2,1,1,3,2,2,6763569,49,1,0,0
7,1815,2,1,5,3,1,2,2,5,22118021,11,1,0,0
5,2203,3,2,5,4,1,4,2,5,19355218,22,1,0,0
1,1194,1,1,3,1,0,2,3,4,6859083,34,0,1,0
4,1832,3,2,5,5,0,4,3,6,13250257,12,0,0,1
1,639,1,1,2,3,0,3,3,4,7453638,27,1,0,0
6,1638,1,1,4,3,0,3,1,5,11510740,19,0,1,0
4,1800,2,1,4,1,0,1,3,6,16577533,28,1,0,0
1,909,1,1,3,3,1,4,2,6,11011698,16,1,0,0
1,1184,1,1,3,3,1,4,3,5,8812550,36,0,1,0
4,1803,3,2,5,5,1,3,3,5,12106845,31,0,1,0
3,713,1,1,2,2,0,2,3,6,8132410,24,0,1,0
4,1624,2,1,4,2,1,4,1,1,7661842,20,0,1,0
2,1077,1,1,3,3,1,4,3,3,10203590,28,0,0,1
5,1729,2,1,4,1,0,3,3,4,9466131,27,0,1,0
3,1065,1,1,3,1,0,3,3,4,12779078,11,1,0,0
6,1671,1,1,4,5,1,2,1,5,12906116,26,0,1,0
1,510,1,1,2,3,1,2,2,6,6965343,43,0,0,1
2,1181,1,1,3,5,0,4,1,4,8968533,24,0,1,0
3,758,1,1,2,4,0,2,2,4,9761788,16,1,0,0
5,2156,3,2,5,3,1,2,2,5,13487958,15,0,0,1
5,2004,3,2,5,5,1,2,2,6,12750883,25,0,1,0
3,1067,1,1,3,1,1,1,2,4,8556373,26,0,1,0
3,1085,1,1,3,2,0,4,2,5,8696330,23,0,1,0
2,1064,1,1,3,1,0,2,3,6,14768466,11,1,0,0
3,739,1,1,2,1,0,4,1,6,10148025,23,1,0,0
6,1829,2,1,5,3,1,2,2,4,13359503,29,0,1,0
7,1637,1,1,4,2,1,2,1,6,12476628,44,0,1,0
2,763,1,1,2,3,0,3,3,5,8526191,35,0,0,1
2,1138,1,1,3,3,0,2,2,3,8043127,23,0,1,0
6,1724,1,1,4,1,1,2,3,5,13574681,22,0,1,0
3,1017,1,1,3,4,1,2,1,5,9690812,14,0,0,1
1,732,1,1,2,5,0,1,2,2,4208466,50,0,0,1
4,1926,3,2,5,4,0,1,2,3,9998889,41,0,0,1
3,958,1,1,3,5,0,3,3,5,9598220,24,0,0,1
4,1938,3,2,5,2,0,4,1,2,8753600,44,0,0,1
1,1362,2,2,4,3,0,1,2,6,8684222,38,0,0,1
4,1627,2,1,4,5,0,4,1,3,9177596,15,0,0,1
1,737,1,1,2,1,0,3,3,5,6446070,34,0,1,0
3,726,1,1,2,5,0,4,3,6,11665684,20,1,0,0
5,2189,3,2,5,4,1,3,2,4,11655770,17,0,1,0
2,890,1,1,3,3,1,2,1,4,11531883,31,1,0,0
3,810,1,1,3,2,0,3,1,6,7894050,9,0,1,0
1,1592,2,2,4,1,1,3,1,1,6806379,7,0,1,0
2,1245,2,2,4,5,0,1,2,1,8677972,9,0,0,1
5,1479,2,1,4,2,0,2,3,5,13598977,22,1,0,0
3,1259,2,1,4,5,1,2,3,6,12498231,34,0,0,1
5,2042,3,2,5,2,1,4,2,5,13290757,15,0,0,1
1,663,1,1,2,5,1,4,3,6,10544484,27,1,0,0
5,2439,4,2,6,1,1,4,2,5,14325708,7,0,0,1
7,1888,2,1,5,1,1,1,1,6,14673921,42,0,0,1
1,1655,2,2,4,2,1,4,1,3,12223888,26,1,0,0
2,1197,1,1,3,5,1,3,1,1,8456908,29,0,0,1
2,966,1,1,3,1,1,3,1,5,13125607,5,1,0,0
1,807,1,1,2,5,0,2,1,2,4154734,32,0,0,1
3,862,1,1,3,1,1,2,2,5,11997954,16,1,0,0
4,1625,2,1,4,5,0,4,1,5,14545712,13,1,0,0
3,1143,1,1,3,3,0,4,2,4,12976211,22,1,0,0
3,967,1,1,3,5,1,1,3,6,14514461,12,1,0,0
3,1168,1,1,3,2,1,1,2,4,13508073,38,1,0,0
4,1744,2,1,4,3,0,3,1,6,15997214,7,1,0,0
4,1966,3,2,5,3,0,4,3,4,12012775,14,0,0,1
4,1722,2,1,4,3,1,3,1,5,11233200,17,0,0,1
4,1541,2,1,4,4,1,4,2,1,8283692,52,0,0,1
5,1409,2,1,4,4,0,3,2,5,8938761,23,0,1,0
5,1936,3,2,5,2,1,4,2,5,17476610,11,1,0,0
5,2474,4,2,6,1,0,2,3,5,13585002,11,0,0,1
3,1217,2,1,4,3,0,3,2,5,9111889,37,0,1,0
3,1057,1,1,3,5,1,2,3,5,14471781,29,1,0,0
3,955,1,1,3,4,0,1,3,6,13127531,22,1,0,0
7,1608,1,1,4,5,1,3,1,6,20210984,39,1,0,0
3,1010,1,1,3,2,0,4,1,5,7640720,38,0,1,0
3,1170,1,1,3,2,0,3,3,6,14576235,34,1,0,0
1,982,1,1,3,2,1,2,2,1,5314860,44,0,0,1
1,763,1,1,2,2,0,2,2,6,6681826,28,0,1,0
2,778,1,1,2,3,0,1,2,3,6131855,33,0,1,0
1,1502,2,2,4,4,1,2,2,3,8208687,19,0,1,0
2,1110,1,1,3,2,1,3,1,6,11286633,12,0,0,1
3,759,1,1,2,2,0,4,1,6,7652323,29,0,0,1
6,1789,1,1,4,4,1,2,3,6,22653010,34,1,0,0
4,1884,3,2,5,1,1,1,1,5,16294505,21,1,0,0
3,1181,1,1,3,5,1,1,3,5,11883656,9,0,0,1
5,1567,2,1,4,1,0,2,3,6,10887651,12,0,0,1
1,686,1,1,2,1,0,3,1,5,4996125,37,0,1,0
4,1630,2,1,4,2,0,4,1,4,9071744,23,0,0,1
5,1503,2,1,4,1,1,3,3,6,11470430,11,0,1,0
4,1754,2,1,4,4,1,4,2,5,12056058,18,0,0,1
1,1299,1,1,3,4,0,1,2,2,8680997,49,1,0,0
3,983,1,1,3,5,1,4,1,5,9664188,30,0,0,1
7,1708,1,1,4,3,1,1,3,6,21800136,34,1,0,0
3,1230,2,1,4,4,1,2,3,5,15738359,22,1,0,0
4,1760,2,1,4,5,1,1,3,2,15992925,5,1,0,0
3,1180,1,1,3,4,1,2,2,4,8887098,39,0,1,0
7,1915,2,1,5,3,1,3,2,6,16245454,38,0,0,1
1,1533,2,2,4,4,0,2,1,6,11934473,48,1,0,0
1,534,1,1,2,1,0,4,3,4,5743704,29,0,0,1
5,1404,2,1,4,1,1,4,3,6,10985723,22,0,1,0
3,949,1,1,3,4,1,1,1,4,8031524,13,0,1,0
4,1876,3,2,5,1,0,3,1,5,9678437,15,0,1,0
3,753,1,1,2,5,1,4,3,6,9618731,40,0,1,0
3,993,1,1,3,5,1,3,1,6,9761975,20,0,1,0
1,1257,1,1,3,1,0,4,3,3,7103304,8,0,1,0
